"clinic_name","clinic_addr_line1","clinic_suite","clinic_addr_line2","clinic_city_desc","clinic_state_desc","clinic_zip","county_desc","total_volume_ordered","most_recent_order_date","georeferenced_latitude_longitude","total_pfizer_ordered","total_moderna_ordered","total_janssen_ordered"
"Sav-On Pharmacy-Clifton Heights","5300 Baltimore Pike",,,"Clifton Heights","Pennsylvania","19018","Delaware",,,"POINT (-75.308562 39.92542)",,,
"GIANT PHARMACY-6461","801 BALTIMORE STREET",,,"HANOVER","PA","17331","York",,,"POINT (-76.969742 39.788077)",,,
"Community Health Net","1202 State Street",,"Administration","Erie","Pennsylvania","16501","Erie","300","2021-04-13T00:00:00.000","POINT (-80.081095 42.123249)",,,
"Weis Pharmacy-39","3644 MacArthur Road",,,"Whitehall","PA","18052","Lehigh",,,"POINT (-75.51111 40.663853)",,,
"RITE AID STORE #10909","1710 MOUNT ROYAL BLVD.",,,"GLENSHAW","Pennsylvania","15116","Allegheny",,,"POINT (-79.9629 40.52582)",,,
"RITE AID STORE #11099","2182 COUNTY LINE ROAD",,,"HUNTINGDON VALLEY","Pennsylvania","19006","Montgomery",,,"POINT (-75.072085 40.171408)",,,
"RITE AID STORE #11009","5430 PEACH STREET",,,"ERIE","Pennsylvania","16509","Erie",,,"POINT (-80.093441 42.075341)",,,
"CVS/pharmacy04091","7406 Church Street",,,"Swissvale","Pennsylvania","15218","Allegheny",,,"POINT (-79.889289 40.422345)",,,
"CVS Pharmacy #10034","611 Duncan Ave",,,"Pittsburgh","Pennsylvania","15237","Allegheny",,,"POINT (-80.023103 40.568363)",,,
"Walmart Store #2481","9300 STATE ROUTE 61",,,"COAL TOWNSHIP","Pennsylvania","17866","Northumberland",,,"POINT (-76.506499 40.789012)",,,
"Giant Eagle Pharmacy-483","CRANBERRY MALL",,"CRANBERRY TOWNSHIP","Cranberry Twp","Pennsylvania","16066","Butler",,,,,,
"RITE AID STORE #02433","813 THIRD AVENUE",,,"NEW BRIGHTON","Pennsylvania","15066","Beaver",,,"POINT (-80.313854 40.734676)",,,
"RITE AID STORE #01975","4810 PENN AVENUE",,,"SINKING SPRINGS","Pennsylvania","19608","Berks",,,"POINT (-76.049423 40.326863)",,,
"RITE AID STORE #02478","129 EAST CENTRE STREET",,,"ASHLAND","Pennsylvania","17921","Schuylkill",,,"POINT (-76.331842 40.783757)",,,
"CVS/pharmacy01282","317 W. Lancaster Ave.",,,"Ardmore","Pennsylvania","19003","Delaware",,,"POINT (-75.296991 40.010892)",,,
"RITE AID STORE #00850","8716 NEW FALLS ROAD",,,"LEVITTOWN","Pennsylvania","19054","Bucks",,,"POINT (-74.832188 40.173566)",,,
"Oak Valley Medical and Dental PC","103 New Meadow Run Dr",,,"Farmington","Pennsylvania","15437","Fayette","100","2021-04-13T00:00:00.000",,,,
"FPC-Family Practice Center Muncy","10 Shady Lane","103",,"Muncy","Pennsylvania","17756","Lycoming","100","2021-04-13T00:00:00.000","POINT (-76.77384 41.209813)",,,
"Weis Pharmacy-94","901 E. Main St.","Suite 25",,"Palmyra","PA","17078","Lebanon",,,"POINT (-76.583724 40.313395)",,,
"GIANT PHARMACY-6529","4510 MARKETPLACE WAY",,,"ENOLA","PA","17025","Cumberland",,,"POINT (-76.975882 40.289404)",,,
"AHOLD USA-GIANT PHARMACY 6004","1008 LITITZ PIKE",,,"LITITZ","PA","17543","Lancaster",,,"POINT (-76.304792 40.129912)",,,
"Walgreens Store # 3764","690 2nd Street Pike",,,"Southhampton","Pennsylvania","18966","Bucks",,,"POINT (-75.043945 40.174033)",,,
"Walmart Store #4276","1325 MAIN",,,"TAYLOR","Pennsylvania","18517","Lackawanna",,,,,,
"RITE AID STORE #11143","3807 LINCOLN HIGHWAY",,,"DOWNINGTOWN","Pennsylvania","19335","Chester",,,"POINT (-75.745238 39.99613)",,,
"UPMC Pinnacle West Shore","1995 TECHNOLOGY PARKWAY",,,"Mechanicsburg","Pennsylvania","17050","Cumberland","1000","2021-04-13T00:00:00.000","POINT (-76.976697 40.284282)",,,
"Fresenius Kidney Care Bryn Mawr Dialysis","780 W Lancaster Avenue",,,"Bryn Mawr","Pennsylvania","19010","Delaware",,,"POINT (-75.316872 40.020768)",,,
"Weis Pharmacy-233","25 W. Germantown Pike",,,"Norristown","PA","19401","Montgomery",,,"POINT (-75.313951 40.142791)",,,
"Sav-On Pharmacy-Folsom","124 Morton Ave",,,"Folsom","Pennsylvania","19033","Delaware",,,"POINT (-75.32933 39.883799)",,,
"CVS/pharmacy03189","510 Brookline Boulevard",,,"Pittsburgh","Pennsylvania","15226","Allegheny",,,"POINT (-80.023428 40.396158)",,,
"GIANT PHARMACY-6054","455 EISENHOWER DRIVE",,,"HANOVER","PA","17331","York",,,"POINT (-76.978586 39.825148)",,,
"RITE AID STORE #00596","827 N. CENTER STREET",,,"CORRY","Pennsylvania","16407","Erie",,,"POINT (-79.641386 41.930084)",,,
"Giant Eagle Pharmacy-43","155 Towne Centre Blvd",,,"Wexford","Pennsylvania","15090","Allegheny",,,"POINT (-80.054409 40.631533)",,,
"THE CHESTER COUNTY HOSPITAL","PHARMACY",,"701 EAST MARSHALL STREET","WEST CHESTER","PENNSYLVANIA","19380","Chester","1170","2021-04-13T00:00:00.000",,,,
"RITE AID STORE #00205","26 WEST INDEPENDENCE STREET",,,"SHAMOKIN","Pennsylvania","17872","Northumberland",,,"POINT (-76.557588 40.790891)",,,
"FPC-Selinsgrove 2 Family Practice Center","21 Susquehanna Valley Mall Drive","D",,"Selinsgrove","Pennsylvania","17870","Snyder","200","2021-04-13T00:00:00.000","POINT (-76.850738 40.821767)",,,
"GIANT PHARMACY-6050","2641 SHILLINGTON ROAD",,,"READING","PA","19608","Berks",,,"POINT (-75.999988 40.315464)",,,
"Walmart Store #1850","1730 LINCON WAY E",,,"CHAMBERSBURG","Pennsylvania","17201","Franklin",,,,,,
"Giant Pharmacy-6284","1824 RIDGE PK","SUITE 104",,"ROYERSFORD","PA","19468","Montgomery",,,,,,
"Sams Club Store #4952","2000 VILLAGE CENTER DR",,,"TARENTUM","Pennsylvania","15084","Allegheny",,,"POINT (-79.802144 40.566292)",,,
"Bucks County HD Doylestown Clinic","1282 Almshouse Rd",,"1st Floor","Doylestown","Pennsylvania","18901","Bucks","8190","2021-04-13T00:00:00.000","POINT (-75.130061 40.271017)",,,
"CVS/Pharmacy 16576","2610 Pleasant Valley Rd",,,"York","Pennsylvania","17402","York",,,"POINT (-76.681673 39.989014)",,,
"ShopRite # 449","4701 Freemansburg Ave",,,"Easton","Pennsylvania","18045","Northampton",,,"POINT (-75.292271 40.650801)",,,
"Giant Eagle Pharmacy-2491","400 Northtowne Square",,,"Gibsonia","Pennsylvania","15044","Allegheny",,,"POINT (-79.940261 40.635901)",,,
"Clarion Pharmacy","30 Pinnacle Drive",,,"Clarion","Pennsylvania","16214","Clarion","100","2021-04-13T00:00:00.000",,,,
"Giant Eagle Pharmacy-2492","51 Walsh Road",,,"Pittsburgh","Pennsylvania","15205","Allegheny",,,"POINT (-80.070881 40.439901)",,,
"Sav-On Pharmacy #2876","1067 West Baltimore Pike",,,"Media","Pennsylvania","19063","Delaware",,,"POINT (-75.42909 39.914537)",,,
"Walmart Store #1887","1015 N LOYALSOCK AVE",,,"MONTOURSVILLE","Pennsylvania","17754","Lycoming",,,"POINT (-76.91589 41.26085)",,,
"Giant Eagle Pharmacy #0023","100 Buffalo Plaza",,,"Sarver","Pennsylvania","16055","Butler",,,"POINT (-79.725817 40.706481)",,,
"Scranton Primary Health Care Center Inc","959 Wyoming Avenue",,,"Scranton","Pennsylvania","18509","Lackawanna","400","2021-04-13T00:00:00.000","POINT (-75.654803 41.418076)",,,
"Giant Eagle Pharmacy-1481","541 Allegheny Blvd.",,,"Franklin","Pennsylvania","16323","Venango",,,"POINT (-79.808704 41.40217)",,,
"Weis Pharmacy-155","3236 Route 940","Suite 116",,"Mount Pocono","PA","18344","Monroe",,,"POINT (-75.374456 41.12204)",,,
"Sams Club Store #4847","6211 STATE ROUTE 30",,,"GREENSBURG","Pennsylvania","15601","Westmoreland",,,"POINT (-79.591795 40.305416)",,,
"PHS-UPMC Pinnacle Carlisle Employee Hlth","361 Alexander Spring Rd",,,"Carlisle","Pennsylvania","17015","Cumberland","500","2021-04-13T00:00:00.000","POINT (-77.223007 40.184767)",,,
"Jamestown Pharmacy","121 LIberty Street",,,"Jamestown","Pennsylvania","16134","Mercer","100","2021-04-13T00:00:00.000","POINT (-80.440662 41.484607)",,,
"Walmart Store #4501","134 DANIEL KENDALL DR",,,"Brownsville","Pennsylvania","15417","Fayette",,,"POINT (-79.90039 40.02924)",,,
"Wegmans Pharmacy #045","6416 Carlisle Pike","Suite 2000",,"Mechanicsburg","PA","17050","Cumberland",,,"POINT (-77.007475 40.246692)",,,
"RITE AID STORE #11036","1913 EAST 3RD STREET",,,"WILLIAMSPORT","Pennsylvania","17701","Lycoming",,,"POINT (-76.963834 41.248756)",,,
"CVS/Pharmacy 17160","2385 Covered Bridge Dr",,,"Lancaster","Pennsylvania","17602","Lancaster",,,"POINT (-76.20317 40.026128)",,,
"CVS/pharmacy10250","1198 SCALP AVE.",,,"Johnstown","Pennsylvania","15904","Cambria",,,"POINT (-78.862104 40.279412)",,,
"RITE AID STORE #11166","1140 TOWN SQUARE RD",,,"POTTSTOWN","Pennsylvania","19465","Chester",,,"POINT (-75.65891 40.223475)",,,
"CVS/pharmacy04045","4692 Old Wm. Penn Hwy",,,"Monroeville","Pennsylvania","15146","Allegheny",,,,,,
"Community Pharmacy","1256 Pennsylvania Ave",,,"Tyrone","Pennsylvania","16686","Blair","500","2021-04-13T00:00:00.000","POINT (-78.237087 40.673369)",,,
"Public Drug","6925 Ludlow Street",,,"Upper Darby","Pennsylvania","19082","Delaware",,,"POINT (-75.260129 39.961252)",,,
"RITE AID STORE #02277","1799 THIRD STREET",,,"BEAVER","Pennsylvania","15009","Beaver",,,,,,
"RITE AID STORE #02382","163 WEST 26TH STREET",,,"ERIE","Pennsylvania","16508","Erie",,,"POINT (-80.076863 42.110716)",,,
"RITE AID STORE #03389","2674 EGYPT ROAD",,,"AUDUBON","Pennsylvania","19403","Montgomery",,,"POINT (-75.408264 40.130295)",,,
"Walmart Store #1935","150 TOWN CENTRE DR",,,"JOHNSTOWN","Pennsylvania","15904","Cambria",,,"POINT (-78.845973 40.277762)",,,
"AFC Urgent Care Cheltenham","2401 W Cheltenham Ave",,,"Wyncote","Pennsylvania","19095","Montgomery","500","2021-04-13T00:00:00.000","POINT (-75.157147 40.073482)",,,
"Norristown Hlth Cntr-Montgomery County","1430 DeKalb Street",,"2nd Floor","Norristown","Pennsylvania","19404","Montgomery","5850","2021-04-13T00:00:00.000","POINT (-75.332915 40.123731)",,,
"Hyndman Area Health Center Bedford","104 Railroad Street",,,"Bedford","Pennsylvania","15522","Bedford","500","2021-04-13T00:00:00.000","POINT (-78.503083 40.021975)",,,
"Giant Eagle Pharmacy-46","344 Goucher St.",,,"Johnstown","Pennsylvania","15905","Cambria",,,"POINT (-78.93244 40.292515)",,,
"CWC-Costco Pharmacy 00328","1050 Cranberry Square Drive",,,"Cranberry Twp","Pennsylvania","16066","Butler",,,"POINT (-80.10679 40.689876)",,,
"RITE AID STORE #01314","501 MAIN STREET STE 2",,,"WHITE HAVEN","Pennsylvania","18661","Luzerne",,,"POINT (-75.772855 41.059963)",,,
"RITE AID STORE #10899","3200 OREGON DRIVE",,,"LOWER BURRELL","Pennsylvania","15068","Westmoreland",,,"POINT (-79.701507 40.584638)",,,
"Giant Eagle Pharmacy-2460","105 Robertson Street",,,"West Newton","Pennsylvania","15089","Westmoreland",,,"POINT (-79.763928 40.218463)",,,
"RITE AID STORE #01887","2103 N. THIRD STREET",,,"HARRISBURG","Pennsylvania","17110","Dauphin",,,"POINT (-76.895955 40.279494)",,,
"St Mary Medical Center","St. Mary Medical Center Pharmacy",,"1201 Langhorne-Newtown Rd","Langhorne","Pennsylvania","19047","Bucks","1170","2021-04-13T00:00:00.000",,,,
"RITE AID STORE #07886","115 LEADER HEIGHTS ROAD",,,"YORK","Pennsylvania","17403","York",,,"POINT (-76.705955 39.909965)",,,
"RITE AID STORE #01922","315 WEST FOURTH STREET",,,"QUARRYVILLE","Pennsylvania","17566","Lancaster",,,"POINT (-76.169588 39.893979)",,,
"RITE AID STORE #07772","33  WEST RIDGE","101",,"Royersford","Pennsylvania","19468","Montgomery",,,"POINT (-75.502031 40.216321)",,,
"Tops Pharmacy 602","1520 W 26th Street",,,"Erie","Pennsylvania","16508","Erie",,,"POINT (-80.10423 42.100613)",,,
"GIANT PHARMACY-6484","1605 LITITZ PIKE",,,"LANCASTER","PA","17601","Lancaster",,,"POINT (-76.307282 40.067666)",,,
"The Medicine Shoppe","100 Hazle Street",,,"Wilkes Barre","Pennsylvania","18702","Luzerne",,,"POINT (-75.891345 41.238396)",,,
"Wegmans Pharmacy #097","5000 Wegmans Drive",,,"Bethlehem (Part-Lehigh)","Pennsylvania","18017","Northampton",,,"POINT (-75.38801 40.665563)",,,
"Giant Eagle Pharmacy-31","Baptist & Grove Rds.-Caste Vlg",,,"Pittsburgh","Pennsylvania","15236","Allegheny",,,,,,
"PHN-Lewistown Community Health Center","106 Derry Heights","100",,"Lewistown","Pennsylvania","17044","Mifflin","200","2021-04-13T00:00:00.000","POINT (-77.577034 40.643141)",,,
"Springfield Pharmacy","1154 Baltimore Pike",,,"Springfield","Pennsylvania","19064","Delaware","300","2021-04-13T00:00:00.000","POINT (-75.346745 39.913764)",,,
"Giant Eagle Pharmacy-6379","420 E. Waterfront Drive",,,"Homestead","Pennsylvania","15120","Allegheny",,,"POINT (-79.909505 40.412667)",,,
"GIANT PHARMACY-6457","7150 HAMILTON BOULEVARD",,,"TREXLERTOWN","PA","18087","Lehigh",,,"POINT (-75.593699 40.551865)",,,
"CVS/pharmacy06999","550 Lancaster Avenue",,,"Berwyn","Pennsylvania","19312","Chester",,,"POINT (-75.437245 40.047799)",,,
"GIANT PHARMACY-6443","925 NORLAND AVENUE",,,"CHAMBERSBURG","PA","17201","Franklin",,,"POINT (-77.6307 39.940982)",,,
"Walmart Store #1886","6520 CARLISLE PIKE STE 550",,,"MECHANICSBURG","Pennsylvania","17050","Cumberland",,,"POINT (-77.023932 40.246394)",,,
"Walgreens Store # 11768","4667 WILLIAM PENN HWY",,,"MURRYSVILLE","Pennsylvania","15668","Westmoreland",,,"POINT (-79.667497 40.424396)",,,
"Redners Pharmacy #21","191 MANHEIM ROAD",,,"SCHUYLKILL HAVEN","PA","17972","Schuylkill",,,"POINT (-76.160512 40.643212)",,,
"RITE AID STORE #00558","1441 OLD YORK ROAD",,,"ABINGTON","Pennsylvania","19001","Montgomery",,,"POINT (-75.117243 40.123261)",,,
"Pharmerica-KOP","489 Shoemaker Rd","106",,"King of Prussia","Pennsylvania","19406","Montgomery",,,"POINT (-75.353077 40.082452)",,,
"Giant Eagle Pharmacy-2440","700 Moraine Point Plz",,,"Butler","Pennsylvania","16001","Butler",,,"POINT (-79.950786 40.875011)",,,
"AHOLD USA-GIANT PHARMACY-6087","2415 E MARKET STREET",,,"YORK","PA","17402","York",,,"POINT (-76.678572 39.974533)",,,
"RITE AID STORE #00291","345 WEST BROAD STREET",,,"QUAKERTOWN","Pennsylvania","18951","Bucks",,,"POINT (-75.338009 40.4415)",,,
"CVS/pharmacy03998","5122 Milford Rd.",,,"East Stroudsburg","Pennsylvania","18302","Monroe",,,"POINT (-75.093701 41.055001)",,,
"Integrated Health 21","2403 SIDNEY STREET SUITE 220",,,"Pittsburgh","Pennsylvania","15203","Allegheny","1500","2021-04-13T00:00:00.000","POINT (-79.96965 40.428767)",,,
"CVS/pharmacy01320","Rt. 115 and 209, HC2, Box 1120",,,"Brodheadsville","Pennsylvania","18322","Monroe",,,,,,
"M Nazeeri MD PC","1023 Poplar Street",,,"Lebanon","Pennsylvania","17042","Lebanon","200","2021-04-13T00:00:00.000","POINT (-76.426967 40.330669)",,,
"Valley Care Pharmacy","940 Jefferson Ave.",,,"Scranton","Pennsylvania","18510","Lackawanna",,,"POINT (-75.651505 41.415151)",,,
"Bethlehem Health Bureau","10 East Church Street",,,"Bethlehem","Pennsylvania","18018","Lehigh","2340","2021-04-13T00:00:00.000","POINT (-75.37845 40.618703)",,,
"Walmart Store #2340","890 E MAIN ST",,,"EPHRATA","Pennsylvania","17522","Lancaster",,,"POINT (-76.154265 40.164218)",,,
"RITE AID STORE #01830","77 REUTERS BOULEVARD",,,"TOWANDA","Pennsylvania","18848","Bradford",,,"POINT (-76.450216 41.783144)",,,
"FPC-Hughesville Family Practice Center","246 South Main Street",,,"Hughesville","Pennsylvania","17737","Lycoming","200","2021-04-13T00:00:00.000","POINT (-76.728142 41.237344)",,,
"CVS/pharmacy01376","1201 N. Fifth St.",,,"Perkasie","Pennsylvania","18944","Bucks",,,"POINT (-75.276798 40.383327)",,,
"CVS/pharmacy01237","41 West Eagle Road",,,"Havertown","Pennsylvania","19083","Delaware",,,"POINT (-75.312726 39.986807)",,,
"CVS/pharmacy05065","8565 Allentown Pike",,,"Blandon","Pennsylvania","19510","Berks",,,"POINT (-75.891522 40.452015)",,,
"CVS/pharmacy01588","1096 Wyoming Avenue, Midway S/C",,,"Wyoming","Pennsylvania","18644","Luzerne",,,,,,
"Walmart Store #2909","961 E COLUMBUS AVE",,,"CORRY","Pennsylvania","16407","Erie",,,"POINT (-79.613936 41.932441)",,,
"RITE AID STORE #11024","1513 EAST MAIN STREET",,,"WAYNESBORO","Pennsylvania","17268","Franklin",,,"POINT (-77.55375 39.744298)",,,
"CVS/pharmacy01159","760 Miles Rd.",,,"West Chester","Pennsylvania","19380","Chester",,,"POINT (-75.628143 39.963855)",,,
"VDI-Nickmans Drug 119","107 Memorial Blvd",,,"Connellsville","Pennsylvania","15425","Fayette",,,"POINT (-79.59996 40.018364)",,,
"Giant Eagle Pharmacy-35","1717 COCHRAN RD",,,"Pittsburgh","Pennsylvania","15220","Allegheny",,,"POINT (-80.064409 40.393256)",,,
"Sav-On Pharmacy #3784","480 N Main Street",,,"Doylestown","Pennsylvania","18901","Bucks",,,"POINT (-75.130727 40.322063)",,,
"CVS/pharmacy17493","170 S Lycoming Mall Rd",,,"Muncy","PA","177568152","Lycoming",,,"POINT (-76.832711 41.24373)",,,
"RITE AID STORE #10987","100 SEVEN FIELDS BLVD",,,"SEVEN FIELDS","Pennsylvania","16046","Butler",,,"POINT (-80.057013 40.688744)",,,
"CVS Pharmacy #2479","409 Harleysville Pike",,,"Souderton","Pennsylvania","18964","Montgomery",,,"POINT (-75.354288 40.311017)",,,
"RITE AID STORE #01581","524 NORTH 6TH STREET",,,"READING","Pennsylvania","19601","Berks",,,"POINT (-75.92567 40.343919)",,,
"GIANT PHARMACY-6331","5301 SIMPSON FERRY ROAD","Ste 101",,"Mechanicsburg","Pennsylvania","17050","Cumberland",,,"POINT (-76.993636 40.215631)",,,
"Nuway Pharmacy","1639 Hains Road",,,"Levittown","Pennsylvania","19055","Bucks","100","2021-04-13T00:00:00.000","POINT (-74.833322 40.13716)",,,
"ELFHCC-E Liberty Fam Hlth Care Ctr","6023 HARVARD ST",,,"Pittsburgh","Pennsylvania","15206","Allegheny","900","2021-04-13T00:00:00.000","POINT (-79.923188 40.462774)",,,
"Aria Health-Bucks","380 N Oxford Valley Road",,,"Langhorne","Pennsylvania","19047","Bucks","1170","2021-04-13T00:00:00.000","POINT (-74.870364 40.183428)",,,
"MARTINS PHARMACY-6325","22 HOOVER AVENUE","SUITE 130",,"DUBOIS","PA","15801","Clearfield",,,"POINT (-78.756212 41.120936)",,,
"Stauffers LTC Pharmacy-New Holland 2","147 E Main St",,,"New Holland","Pennsylvania","17557","Lancaster",,,"POINT (-76.088241 40.102812)",,,
"RITE AID STORE #02426","39 WEST SIDE MALL",,,"Wilkes Barre","Pennsylvania","18704","Luzerne",,,"POINT (-75.901012 41.259093)",,,
"RITE AID STORE #11158","160 NORTH GULPH ROAD STE1088",,,"KING OF PRUSSIA","Pennsylvania","19406","Montgomery",,,"POINT (-75.391771 40.085626)",,,
"Walmart Store #5446","405 MURTHA DR",,,"WAYNESBURG","Pennsylvania","15370","Greene",,,"POINT (-80.129794 39.895125)",,,
"RITE AID STORE #00726","1080 S WASHINGTON AVENUE",,,"SCRANTON","Pennsylvania","18505","Lackawanna",,,"POINT (-75.67445 41.398311)",,,
"RITE AID STORE #10915","109 ALLEGHENY RIVER BLVD.",,,"OAKMONT","Pennsylvania","15139","Allegheny",,,"POINT (-79.843382 40.512371)",,,
"RITE AID STORE #04293","5 FRIENDLY DRIVE",,"PO BOX 157","DUNCANNON","Pennsylvania","17020","Perry",,,"POINT (-77.043773 40.390841)",,,
"Cornerstone Care Ped Cntr of Washington","400 JEFFERSON AVE","1",,"Washington","Pennsylvania","15301","Washington","200","2021-04-13T00:00:00.000","POINT (-80.25578 40.175301)",,,
"Wegmans Pharmacy #078","201 William Street",,,"Williamsport","Pennsylvania","17701","Lycoming",,,"POINT (-77.003369 41.237779)",,,
"VDI-Hunter Pharmacy","802 Vanderbilt Rd",,,"Connellsville","Pennsylvania","15425","Fayette","300","2021-04-13T00:00:00.000","POINT (-79.603284 40.018754)",,,
"GIANT PHARMACY-6061","397 BALTIMORE RD",,,"Shippensburg","Pennsylvania","17257","Cumberland",,,"POINT (-77.502792 40.047125)",,,
"Giant Eagle Pharmacy-4706","3701 Route 88",,,"Finleyville","Pennsylvania","15332","Washington",,,"POINT (-80.003541 40.249158)",,,
"Walmart Store #2945","100 COMMONS DR",,,"PARKESBURG","Pennsylvania","19365","Chester",,,"POINT (-75.935032 39.981952)",,,
"Giant Eagle Pharmacy-95","18511 Smock Highway",,,"Meadville","Pennsylvania","16335","Crawford",,,"POINT (-80.167012 41.62017)",,,
"Lehigh Valley Health Network","1200 S. CEDAR CREST BLVD",,,"Allentown","Pennsylvania","18103","Lehigh","17850","2021-04-13T00:00:00.000","POINT (-75.518672 40.566772)",,,
"Allegheny Cnty Hlth Dept-Immunization Cl","425 1st Avenue","4th Floor",,"Pittsburgh","Pennsylvania","15219","Allegheny","6570","2021-04-13T00:00:00.000","POINT (-79.9995 40.436835)",,,
"Value Specialty Pharmacy","1333 Plank Road","200",,"Duncansville","Pennsylvania","16635","Blair",,,"POINT (-78.598168 40.47812)",,,
"RITE AID STORE #03972","811 EAST STATE STREET",,,"SHARON","Pennsylvania","16146","Mercer",,,"POINT (-80.494235 41.233023)",,,
"RITE AID STORE #11171","3215 5TH STREET HIGHWAY",,,"READING","Pennsylvania","19605","Berks",,,"POINT (-75.927407 40.382273)",,,
"AHOLD USA-GIANT PHARMACY-6289","2104 VAN REED ROAD",,,"WEST LAWN","PA","19609","Berks",,,"POINT (-76.000781 40.342179)",,,
"Walmart Pharmacy #2641","1091 MILL CREEK RD",,,"Allentown","Pennsylvania","18106","Lehigh",,,"POINT (-75.581201 40.552764)",,,
"ShopRite #416","3430 Route 940","Suite 102",,"Mount Pocono","PA","18344","Monroe",,,,,,
"RITE AID STORE #10908","5990 UNIVERSITY BLVD STE30",,,"MOON TOWNSHIP","Pennsylvania","15108","Allegheny",,,"POINT (-80.218038 40.519528)",,,
"RITE AID STORE #11122","284 EAST LANCASTER AVENUE",,,"WYNNEWOOD","Pennsylvania","19096","Montgomery",,,"POINT (-75.2641 39.992357)",,,
"CWC-Costco Pharmacy 01114","700 Evergreen Drive",,,"Glen Mills","Pennsylvania","19342","Delaware",,,"POINT (-75.532476 39.89069)",,,
"RITE AID STORE #01925","210 9TH STREET",,,"GLASSPORT","Pennsylvania","15045","Allegheny",,,"POINT (-79.892061 40.321055)",,,
"Giant Eagle Pharmacy-72","910 Freeport Rd.- Waterworks",,,"Pittsburgh","Pennsylvania","15238","Allegheny",,,"POINT (-79.891708 40.486745)",,,
